Error Type,Image,Error Occurrences
FN,Individual_Component\test\test_positive\00000000\item_00000057.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002155.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002907.pnm,9
FP,Individual_Component\test\test_negative\00000004\item_00004570.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004182.pnm,3
FP,Individual_Component\test\test_negative\00000002\item_00002478.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000541.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000767.pnm,4
FN,Individual_Component\test\test_positive\00000001\item_00001804.pnm,4
FP,Individual_Component\test\test_negative\00000004\item_00004956.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005440.pnm,5
FP,Individual_Component\test\test_negative\00000001\item_00001445.pnm,7
FP,Individual_Component\test\test_negative\00000005\item_00005615.pnm,3
FN,Individual_Component\test\test_positive\00000003\item_00003337.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005667.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001615.pnm,10
FP,Individual_Component\test\test_negative\00000002\item_00002644.pnm,4
FP,Individual_Component\test\test_negative\00000003\item_00003007.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000087.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005718.pnm,5
FP,Individual_Component\test\test_negative\00000005\item_00005942.pnm,4
FN,Individual_Component\test\test_positive\00000001\item_00001209.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002764.pnm,18
FP,Individual_Component\test\test_negative\00000003\item_00003293.pnm,6
FN,Individual_Component\test\test_positive\00000000\item_00000944.pnm,3
FP,Individual_Component\test\test_negative\00000001\item_00001501.pnm,4
FP,Individual_Component\test\test_negative\00000004\item_00004921.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001401.pnm,4
FN,Individual_Component\test\test_positive\00000000\item_00000597.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002444.pnm,3
FP,Individual_Component\test\test_negative\00000000\item_00000696.pnm,6
FN,Individual_Component\test\test_positive\00000002\item_00002793.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004745.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001396.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002029.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000589.pnm,4
FP,Individual_Component\test\test_negative\00000004\item_00004031.pnm,7
FP,Individual_Component\test\test_negative\00000005\item_00005485.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002685.pnm,4
FN,Individual_Component\test\test_positive\00000001\item_00001653.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005065.pnm,14
FN,Individual_Component\test\test_positive\00000001\item_00001682.pnm,7
FP,Individual_Component\test\test_negative\00000000\item_00000970.pnm,5
FP,Individual_Component\test\test_negative\00000005\item_00005007.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003087.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002402.pnm,4
FP,Individual_Component\test\test_negative\00000002\item_00002342.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004047.pnm,6
FN,Individual_Component\test\test_positive\00000001\item_00001071.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001318.pnm,5
FP,Individual_Component\test\test_negative\00000001\item_00001260.pnm,11
FP,Individual_Component\test\test_negative\00000004\item_00004808.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004585.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002202.pnm,5
FN,Individual_Component\test\test_positive\00000002\item_00002023.pnm,7
FP,Individual_Component\test\test_negative\00000004\item_00004553.pnm,3
FP,Individual_Component\test\test_negative\00000003\item_00003648.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001610.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000644.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005886.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004563.pnm,5
FP,Individual_Component\test\test_negative\00000004\item_00004951.pnm,3
FN,Individual_Component\test\test_positive\00000000\item_00000592.pnm,2
FP,Individual_Component\test\test_negative\00000003\item_00003388.pnm,6
FN,Individual_Component\test\test_positive\00000001\item_00001219.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000744.pnm,5
FP,Individual_Component\test\test_negative\00000004\item_00004038.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000923.pnm,6
FP,Individual_Component\test\test_negative\00000000\item_00000195.pnm,5
FN,Individual_Component\test\test_positive\00000000\item_00000444.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000667.pnm,15
FP,Individual_Component\test\test_negative\00000004\item_00004373.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005330.pnm,6
FP,Individual_Component\test\test_negative\00000000\item_00000379.pnm,2
FP,Individual_Component\test\test_negative\00000003\item_00003762.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001611.pnm,3
FP,Individual_Component\test\test_negative\00000000\item_00000419.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002782.pnm,9
FN,Individual_Component\test\test_positive\00000000\item_00000262.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002407.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004493.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001658.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004485.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001913.pnm,3
FP,Individual_Component\test\test_negative\00000002\item_00002538.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000939.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000381.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004924.pnm,5
FP,Individual_Component\test\test_negative\00000003\item_00003359.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005441.pnm,3
FP,Individual_Component\test\test_negative\00000000\item_00000520.pnm,4
FP,Individual_Component\test\test_negative\00000003\item_00003124.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004327.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004672.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001466.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001647.pnm,3
FP,Individual_Component\test\test_negative\00000005\item_00005351.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002302.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002690.pnm,9
FN,Individual_Component\test\test_positive\00000001\item_00001620.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001452.pnm,4
FP,Individual_Component\test\test_negative\00000000\item_00000544.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000670.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005809.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002704.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002434.pnm,4
FN,Individual_Component\test\test_positive\00000001\item_00001134.pnm,3
FP,Individual_Component\test\test_negative\00000003\item_00003919.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000829.pnm,10
FN,Individual_Component\test\test_positive\00000001\item_00001761.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000362.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000696.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002813.pnm,4
FP,Individual_Component\test\test_negative\00000004\item_00004972.pnm,12
FP,Individual_Component\test\test_negative\00000002\item_00002652.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002807.pnm,3
FP,Individual_Component\test\test_negative\00000000\item_00000292.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001884.pnm,3
FP,Individual_Component\test\test_negative\00000005\item_00005288.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000298.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002858.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002058.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000418.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003841.pnm,3
FP,Individual_Component\test\test_negative\00000000\item_00000716.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002395.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005741.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003230.pnm,3
FP,Individual_Component\test\test_negative\00000005\item_00005535.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003599.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003335.pnm,6
FP,Individual_Component\test\test_negative\00000002\item_00002206.pnm,3
FN,Individual_Component\test\test_positive\00000000\item_00000067.pnm,12
FP,Individual_Component\test\test_negative\00000002\item_00002116.pnm,2
FN,Individual_Component\test\test_positive\00000003\item_00003263.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002610.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005432.pnm,2
FN,Individual_Component\test\test_positive\00000003\item_00003057.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003353.pnm,4
FN,Individual_Component\test\test_positive\00000003\item_00003269.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001632.pnm,9
FP,Individual_Component\test\test_negative\00000005\item_00005043.pnm,5
FP,Individual_Component\test\test_negative\00000000\item_00000957.pnm,4
FN,Individual_Component\test\test_positive\00000002\item_00002236.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002815.pnm,13
FP,Individual_Component\test\test_negative\00000003\item_00003045.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001141.pnm,4
FN,Individual_Component\test\test_positive\00000001\item_00001001.pnm,2
FP,Individual_Component\test\test_negative\00000003\item_00003052.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002258.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000868.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005763.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001928.pnm,4
FP,Individual_Component\test\test_negative\00000005\item_00005528.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002444.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000681.pnm,4
FN,Individual_Component\test\test_positive\00000002\item_00002863.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005534.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001889.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001205.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002645.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001365.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002200.pnm,4
FP,Individual_Component\test\test_negative\00000002\item_00002118.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001964.pnm,4
FN,Individual_Component\test\test_positive\00000001\item_00001928.pnm,3
FP,Individual_Component\test\test_negative\00000002\item_00002306.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000900.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001012.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003039.pnm,6
FN,Individual_Component\test\test_positive\00000001\item_00001803.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000992.pnm,4
FN,Individual_Component\test\test_positive\00000001\item_00001249.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001916.pnm,4
FP,Individual_Component\test\test_negative\00000001\item_00001288.pnm,1
FN,Individual_Component\test\test_positive\00000000\item_00000072.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004662.pnm,4
FP,Individual_Component\test\test_negative\00000005\item_00005328.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000262.pnm,6
FP,Individual_Component\test\test_negative\00000005\item_00005521.pnm,3
FP,Individual_Component\test\test_negative\00000001\item_00001379.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002022.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001494.pnm,5
FN,Individual_Component\test\test_positive\00000000\item_00000761.pnm,5
FP,Individual_Component\test\test_negative\00000004\item_00004164.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001542.pnm,2
FP,Individual_Component\test\test_negative\00000003\item_00003212.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004215.pnm,3
FN,Individual_Component\test\test_positive\00000003\item_00003445.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001739.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004231.pnm,3
FN,Individual_Component\test\test_positive\00000003\item_00003280.pnm,2
FP,Individual_Component\test\test_negative\00000003\item_00003741.pnm,4
